"id","user_username","alamat","kota","nama_penerima","total","voucher_id","grand_total","harga_jne","cara_jne","kode_jne","tipe_pembayaran","kode_pembayaran","tanggal_create","tanggal_update","status"
"126","lcole3h","8 Londonderry Drive","Indiana","Lillian Cole","939556","4","177176","20103","JNE CTCSPS","AZ79 AOYQ GI81 UMDD EILY 56LQ 2UJU","cod","USD","2010-11-24 00:00:00","2015-04-16 03:05:55","0"
"127","pwilson3i","9980 Eastlawn Hill","Florida","Peter Wilson","364467","3","359864","41127","JNE CTC","IE79 PWOI 0894 8463 9995 88","paypal","USD","2011-05-02 00:00:00","2013-03-16 13:36:23","1"
"128","rward3j","28 Sunnyside Point","Oregon","Rachel Ward","636059","2","722653","25668","JNE CTCSPS","FR20 9277 1997 59DM CAPO PYHT 087","kartu kredit","USD","2010-04-06 00:00:00","2013-01-31 03:31:37","1"
"129","sgarcia3k","53 Crownhardt Point","Colorado","Steve Garcia","589143","2","525886","67947","JNE REG","IE04 QZVM 1406 6523 0418 21","transfer","USD","2012-11-05 00:00:00","2010-08-25 21:05:15","1"
"130","rperkins3l","5 Mcbride Hill","Texas","Richard Perkins","427228","2","861362","5318","JNE CTC","CZ12 2857 7864 9197 8792 1065","debit","USD","2014-08-13 00:00:00","2014-04-21 08:34:06","0"
"131","fhamilton3m","1 1st Parkway","Georgia","Frank Hamilton","162182","1","696685","17903","JNE REG","GL67 5245 8835 6165 88","debit","USD","2013-11-18 00:00:00","2010-06-19 21:16:33","0"
"132","rjacobs3n","2 Del Mar Alley","Louisiana","Ruth Jacobs","949023","3","905097","79984","JNE CTC","KW04 XRIC 7HRT FLS0 6AMO MKNV BPWT SR","transfer","USD","2010-06-01 00:00:00","2011-02-17 01:57:44","0"
"133","dmitchell3o","48 Melody Junction","Minnesota","Diana Mitchell","266508","1","378112","46413","JNE OKE","IS61 6168 0685 4377 8657 0945 65","kartu kredit","USD","2015-02-06 00:00:00","2012-05-24 02:34:17","0"
"134","ccarter3p","32 Manufacturers Court","Arizona","Christine Carter","443818","3","527483","18124","JNE CTC","FR72 5880 1892 65DU CYPH I6MO E66","transfer","USD","2015-07-16 00:00:00","2015-04-08 01:28:11","0"
"135","dromero3q","33 Ridgeview Drive","New York","Donald Romero","948365","1","817284","98249","JNE CTC","RO52 IZAH NQBW AOIJ QDFX FDEU","debit","USD","2013-03-19 00:00:00","2012-06-17 06:26:54","1"
"136","koliver3r","299 Nobel Drive","Pennsylvania","Kelly Oliver","849841","3","176753","93405","JNE OKE","FR30 6514 4557 308F 81LP GXRS Q49","kartu kredit","USD","2010-05-09 00:00:00","2014-06-13 23:10:54","0"
"137","awells3s","53 Hauk Avenue","Missouri","Arthur Wells","247166","3","518891","12478","JNE OKE","LU62 281A ZLSI ANSH I62O","debit","USD","2011-11-22 00:00:00","2015-02-28 20:02:27","1"
"138","lbaker3t","32987 Prairieview Circle","Alaska","Lisa Baker","989170","1","890773","30381","JNE OKE","LI10 1639 0FUR 0ETQ ZT24 F","debit","USD","2011-03-11 00:00:00","2010-08-15 07:58:45","0"
"139","trodriguez3u","67639 Buena Vista Park","Nevada","Teresa Rodriguez","684595","3","357315","44542","JNE CTC","MC32 3985 5897 24TQ GPR8 6END Z12","paypal","USD","2013-06-15 00:00:00","2012-10-29 17:19:49","1"
"140","cryan3v","8 Russell Park","Michigan","Christina Ryan","374600","2","506450","56137","JNE CTCSPS","PT65 4471 7321 9446 7490 9284 2","kartu kredit","USD","2010-01-29 00:00:00","2014-01-22 11:13:57","1"
"141","khunter3w","4048 Browning Hill","Illinois","Kathleen Hunter","860503","3","201886","41214","JNE CTC","LU23 049S QZYP IMRC N4PC","cod","USD","2011-04-18 00:00:00","2013-05-10 06:29:07","1"
"142","tcampbell3x","49800 Darwin Place","California","Tina Campbell","812510","4","987948","5843","JNE CTCSPS","PL24 7127 5136 9801 2453 4483 6351","cod","USD","2013-08-11 00:00:00","2010-01-06 23:17:32","1"
"143","rrobertson3y","66727 Scott Plaza","Texas","Robert Robertson","677996","3","480349","88614","JNE OKE","FR02 1863 5252 52VD KUG6 KMNL E54","debit","USD","2013-01-03 00:00:00","2010-01-15 08:15:42","1"
"144","whanson3z","00 Anniversary Pass","Ohio","Wanda Hanson","464218","2","830096","97476","JNE CTCSPS","IT30 Y250 8297 207D UMJP GACI MQ9","cod","USD","2014-05-16 00:00:00","2014-01-19 09:04:56","1"
"145","rramirez40","628 Melvin Park","Colorado","Rachel Ramirez","415756","4","722925","59176","JNE REG","IT98 B429 3911 423S WLN1 EOTI BVP","paypal","USD","2015-12-20 00:00:00","2015-04-22 04:46:55","1"
"146","jperry41","73880 Crowley Way","South Carolina","Johnny Perry","730809","3","746036","48932","JNE CTCSPS","IE76 MTTZ 2855 8845 7935 74","transfer","USD","2010-04-10 00:00:00","2013-10-25 18:46:00","0"
"147","hfernandez42","976 Aberg Street","Nevada","Harold Fernandez","541803","1","722551","96685","JNE CTC","FR94 8411 4495 13MH HU1L ZWJS W66","debit","USD","2013-08-10 00:00:00","2010-11-09 01:13:07","1"
"148","mevans43","0494 Valley Edge Lane","Wisconsin","Mildred Evans","938438","4","416200","53711","JNE CTCSPS","FR29 7095 1131 58KK QSCH SUT5 757","cod","USD","2012-08-11 00:00:00","2014-12-21 03:45:31","0"
"149","ebaker44","1789 Derek Point","New York","Eugene Baker","559922","3","251533","31555","JNE CTCSPS","BG09 AZTQ 2766 17GN ZAL9 FM","kartu kredit","USD","2013-11-19 00:00:00","2011-01-09 15:37:20","0"
"150","jwallace45","5723 Mayfield Lane","District of Columbia","Jean Wallace","984270","4","656475","67813","JNE CTC","FR07 7135 0947 82IQ CEHN MN4S 527","transfer","USD","2012-01-28 00:00:00","2012-12-24 17:27:22","1"
"151","scole46","26759 Springview Road","Missouri","Sarah Cole","923173","2","850471","84532","JNE OKE","GR82 7524 286I 223W UDCC JS71 CJO","transfer","USD","2011-06-15 00:00:00","2014-05-26 06:29:07","1"
"152","gpeterson47","7 Luster Place","Colorado","Gregory Peterson","884282","4","673525","88018","JNE CTCSPS","ES33 3874 4235 9706 3476 4114","paypal","USD","2012-11-15 00:00:00","2010-06-19 11:00:26","0"
"153","bford48","771 Ilene Park","Illinois","Bobby Ford","415650","2","315733","85280","JNE REG","SM05 A537 1070 786F NTEG LPE2 9HK","debit","USD","2011-05-05 00:00:00","2011-02-09 10:43:36","0"
"154","ccastillo49","3620 Swallow Park","Indiana","Carolyn Castillo","794352","3","240684","41348","JNE CTC","FR22 0581 6479 55H0 IMGN LVMS L50","paypal","USD","2010-09-09 00:00:00","2011-05-27 20:41:28","1"
"155","jthompson4a","33140 2nd Alley","Illinois","Jason Thompson","968649","4","824417","33151","JNE CTC","CH93 7889 6GP0 KWSE 0PIV P","transfer","USD","2011-01-01 00:00:00","2015-08-26 02:45:41","1"
"156","ctucker4b","1421 Darwin Place","Florida","Carlos Tucker","534926","4","267294","50385","JNE OKE","FR96 6205 6382 07PO DIDJ QBYQ J27","cod","USD","2012-03-08 00:00:00","2015-02-22 23:09:09","0"
"157","ecampbell4c","525 International Lane","Ohio","Ernest Campbell","745485","1","318196","45096","JNE CTC","LU93 519T WF5G 05HX QKNW","paypal","USD","2013-04-05 00:00:00","2014-08-01 20:32:28","0"
"158","hgutierrez4d","69838 Schurz Hill","Georgia","Henry Gutierrez","236596","4","455111","80621","JNE REG","AL49 2177 5238 WALJ JSMS PJP8 52TQ","kartu kredit","USD","2013-04-28 00:00:00","2012-12-15 11:40:55","0"
"159","mschmidt4e","971 Katie Terrace","Alabama","Martha Schmidt","349991","1","179651","93416","JNE REG","BH16 IFXL R1HB 7SRK BFAN HX","kartu kredit","USD","2011-02-20 00:00:00","2011-11-24 05:10:43","0"
"160","ghart4f","50 Mcbride Place","California","George Hart","924083","4","791200","17297","JNE CTCSPS","MC02 3016 3973 173Y IFOX TS71 D78","kartu kredit","USD","2013-07-07 00:00:00","2010-04-10 18:19:24","0"
"161","pbutler4g","09 Jenifer Alley","Virginia","Paul Butler","606081","4","205327","88447","JNE REG","NL63 LBLH 6541 5971 18","transfer","USD","2011-04-17 00:00:00","2011-06-17 07:10:40","1"
"162","rsimpson4h","250 Hayes Circle","Wisconsin","Ronald Simpson","264726","1","921919","61926","JNE CTC","CH34 2313 3URK C4U7 TBDA 4","transfer","USD","2014-06-12 00:00:00","2011-01-17 11:43:44","1"
"163","wmills4i","262 Bunker Hill Center","Ohio","Wayne Mills","878046","4","808121","91330","JNE CTC","IS09 8274 9595 1625 8483 8844 95","transfer","USD","2010-02-26 00:00:00","2014-06-17 08:22:51","1"
"164","vholmes4j","4883 Thackeray Court","Texas","Victor Holmes","328691","1","365924","75137","JNE REG","AE62 5191 1626 7486 9519 275","kartu kredit","USD","2011-08-01 00:00:00","2014-10-18 04:52:05","1"
"165","wdiaz4k","75845 Chive Crossing","California","Walter Diaz","944844","2","355849","34175","JNE CTCSPS","MC83 3808 6269 967J URNC ERCU O46","paypal","USD","2014-03-02 00:00:00","2010-03-16 12:43:45","0"
"166","rmcdonald4l","53702 Maple Wood Street","Florida","Roger Mcdonald","107000","2","689899","34445","JNE CTC","SK87 5723 4355 2262 2714 2192","transfer","USD","2013-07-19 00:00:00","2015-07-25 02:35:32","0"
"167","hevans4m","96449 Ramsey Crossing","California","Harry Evans","925380","2","219181","82354","JNE CTCSPS","IL72 5795 4958 3971 2528 286","cod","USD","2015-08-09 00:00:00","2014-11-24 18:29:43","0"
"168","blittle4n","35539 Dorton Circle","Ohio","Brian Little","410978","1","486414","73184","JNE REG","VG44 DKAC 1166 3869 2213 4357","transfer","USD","2011-10-24 00:00:00","2013-03-12 16:08:20","0"
"169","kbennett4o","96 Monica Place","Georgia","Katherine Bennett","185313","4","486296","69417","JNE REG","KZ33 5193 2WBK AV1P 9IRO","debit","USD","2014-12-17 00:00:00","2015-05-13 07:01:46","1"
"170","wmeyer4p","30 Utah Center","Alabama","Wanda Meyer","497105","2","298534","13581","JNE CTCSPS","ME24 4272 7185 5667 8431 30","cod","USD","2012-08-20 00:00:00","2013-09-15 06:39:45","0"
"171","klane4q","825 Arapahoe Street","Ohio","Karen Lane","353609","1","264695","11661","JNE REG","IL76 5895 5351 9734 8320 182","kartu kredit","USD","2010-01-22 00:00:00","2015-07-28 17:39:57","0"
"172","wmitchell4r","49559 Crowley Terrace","Florida","Wayne Mitchell","175187","2","173171","8959","JNE OKE","FR57 3956 5484 27EI UGTI WSDW P48","cod","USD","2014-04-11 00:00:00","2013-04-03 17:10:00","1"
"173","btaylor4s","64875 Morning Park","New York","Benjamin Taylor","205367","3","490734","78574","JNE OKE","KZ93 607L GYVU VUGA H7LW","transfer","USD","2013-07-04 00:00:00","2012-12-17 22:11:20","0"
"174","rgarcia4t","179 Forest Court","California","Richard Garcia","366930","3","331293","37076","JNE CTCSPS","DK60 1588 0868 7068 79","kartu kredit","USD","2011-04-10 00:00:00","2012-11-07 11:02:26","0"
"175","rfoster4u","0 Mayfield Circle","Virginia","Russell Foster","382444","3","592847","65403","JNE REG","SE38 9028 9292 7275 9690 2652","debit","USD","2015-06-08 00:00:00","2013-12-08 02:22:56","1"
"176","kellis4v","96731 Nobel Pass","New York","Katherine Ellis","198731","2","956867","24631","JNE REG","CZ44 2211 3650 0072 7220 5899","transfer","USD","2013-01-28 00:00:00","2010-01-08 13:40:18","1"
"177","jgray4w","8 Ramsey Park","Pennsylvania","James Gray","913767","1","536839","51343","JNE OKE","HU31 4870 4401 4220 1288 4272 1853","debit","USD","2015-12-01 00:00:00","2015-12-28 15:15:38","0"
"178","hwilliamson4x","7826 Eagan Place","California","Helen Williamson","507579","1","983073","78155","JNE CTCSPS","PT40 1403 1709 9085 9618 3769 5","paypal","USD","2013-07-20 00:00:00","2012-10-16 11:11:56","1"
"179","jbryant4y","212 Kinsman Road","Indiana","Julia Bryant","447812","2","790870","94503","JNE OKE","FR16 3195 9312 71R9 AGBS KHO6 924","debit","USD","2010-01-11 00:00:00","2011-06-25 07:34:05","1"
"180","lwarren4z","59531 Golf Center","California","Lori Warren","632613","3","551773","35891","JNE CTCSPS","GL30 8428 3827 0319 63","debit","USD","2011-04-05 00:00:00","2010-08-28 01:34:43","0"
"181","badams50","2 Nevada Avenue","West Virginia","Brandon Adams","485417","4","235319","8419","JNE REG","CY77 3581 5822 OFPC YAX4 VROV DOZF","debit","USD","2012-02-15 00:00:00","2010-12-31 02:50:08","0"
"182","kmontgomery51","0 Jenna Crossing","Colorado","Kathy Montgomery","400311","1","547203","45940","JNE OKE","KZ23 8550 OLNX OZ8W 3BAQ","debit","USD","2010-12-11 00:00:00","2010-12-25 23:02:07","0"
"183","agreen52","14 Hanson Park","North Carolina","Amanda Green","765394","4","313760","92265","JNE CTCSPS","FR89 4299 7207 154P YGXW AAJA S20","debit","USD","2012-11-03 00:00:00","2015-07-05 07:21:21","1"
"184","bgarza53","4 Cascade Parkway","Texas","Bobby Garza","869854","1","710589","82994","JNE CTC","IE63 LUIU 1945 4934 8033 06","debit","USD","2012-06-19 00:00:00","2015-04-24 22:33:59","1"
"185","dbrooks54","6 Orin Court","Florida","Diane Brooks","312809","4","266180","57684","JNE OKE","GR51 9120 296U GGBH JYC9 GAGM JPG","paypal","USD","2011-04-03 00:00:00","2014-03-14 06:06:15","0"
"186","mwallace55","7251 Sundown Lane","Ohio","Matthew Wallace","212429","3","606089","56666","JNE CTCSPS","DE48 1233 6574 2999 6972 76","transfer","USD","2014-07-30 00:00:00","2011-07-26 06:31:14","0"
"187","kwashington56","94353 Independence Pass","Arizona","Karen Washington","425169","1","613816","36365","JNE CTC","GR93 5615 558C WFTR I9CG C4VT VGK","debit","USD","2011-04-12 00:00:00","2015-01-17 23:03:33","0"
"188","dhunter57","2754 Melrose Pass","Utah","David Hunter","476440","4","290074","86721","JNE REG","BH22 RVYD J9TL XCUM VHRZ IT","cod","USD","2010-05-03 00:00:00","2010-11-30 06:32:11","0"
"189","kalexander58","17555 Golf View Plaza","Colorado","Karen Alexander","933677","3","488770","77540","JNE REG","BG04 AHRG 8355 55NJ KWB2 80","debit","USD","2012-09-10 00:00:00","2011-07-25 19:50:22","0"
"190","awheeler59","1890 Waxwing Point","Georgia","Ann Wheeler","973380","2","166460","36781","JNE CTCSPS","MK48 742H PZWF 4JJU T67","debit","USD","2013-01-19 00:00:00","2013-04-04 19:20:37","0"
"191","aday5a","3613 Sutteridge Alley","Maryland","Adam Day","861622","2","577663","87011","JNE CTCSPS","GI33 YVQO A4CU GYEO ELYY IOY","cod","USD","2014-01-25 00:00:00","2015-08-11 12:59:53","1"
"192","mgray5b","7 Hagan Avenue","Wyoming","Margaret Gray","284940","1","414128","39225","JNE OKE","AL39 3249 6474 PL07 LNFK QJSP UYOR","transfer","USD","2012-05-13 00:00:00","2015-11-01 09:16:00","0"
"193","ebennett5c","7346 Becker Way","New York","Eric Bennett","731167","2","327087","63620","JNE CTCSPS","FR51 6170 4456 21MO DNMF BICS G47","debit","USD","2011-12-20 00:00:00","2012-05-01 07:46:53","1"
"194","mbrooks5d","6 Northview Way","New York","Melissa Brooks","805306","4","407761","99243","JNE OKE","FR56 1025 4182 22AQ 6P8N VJUT E24","transfer","USD","2011-01-09 00:00:00","2012-09-23 04:44:45","0"
"195","dmedina5e","52661 Lake View Lane","California","Debra Medina","827822","3","593260","81916","JNE OKE","BH16 WPON LU12 ULWK 23JV 99","paypal","USD","2015-07-06 00:00:00","2013-04-28 06:54:05","0"
"196","afox5f","038 Macpherson Plaza","Ohio","Annie Fox","759911","4","762150","84818","JNE REG","MK75 717O INUE IZ3K A38","paypal","USD","2014-01-06 00:00:00","2015-09-04 07:31:35","0"
"197","jstephens5g","0889 Kensington Court","California","Joan Stephens","952453","2","816313","75446","JNE REG","LV86 VVDY NS6O MDUN 5OIJ H","transfer","USD","2013-02-09 00:00:00","2011-03-27 04:42:39","0"
"198","pchapman5h","4 Monument Court","Florida","Patrick Chapman","365946","2","741249","56350","JNE OKE","FR43 5948 0694 71ZI UEVS NAL5 G54","paypal","USD","2014-08-24 00:00:00","2012-07-04 04:33:43","1"
"199","kaustin5i","52 Maywood Street","New York","Kimberly Austin","670188","2","551307","42001","JNE OKE","SI60 6616 5352 5608 920","transfer","USD","2011-04-29 00:00:00","2012-10-15 13:23:44","1"
"200","lelliott5j","4193 Raven Crossing","Florida","Laura Elliott","998920","3","176179","27500","JNE REG","FR37 0846 2786 38GS 5MPW HJHD R56","transfer","USD","2010-03-02 00:00:00","2015-06-08 20:16:22","1"
"201","khoward5k","8979 Schurz Circle","Missouri","Kenneth Howard","456480","3","676909","86552","JNE CTC","GB88 HPNE 6999 4927 1400 60","paypal","USD","2015-10-17 00:00:00","2011-06-08 04:55:17","0"
"202","hrose5l","14902 Lyons Drive","California","Harold Rose","811733","1","993616","72183","JNE OKE","MK14 198M BCOB HERL E39","transfer","USD","2014-01-17 00:00:00","2011-08-07 03:41:45","0"
"203","dpalmer5m","20039 Grim Trail","Ohio","Dennis Palmer","392857","3","948911","98021","JNE OKE","MC15 9728 3554 869I COBT WB6B X55","transfer","USD","2013-04-25 00:00:00","2010-03-18 09:03:54","1"
"204","lschmidt5n","17682 Helena Street","California","Laura Schmidt","627182","1","324233","23613","JNE OKE","DE05 5789 9859 2802 9069 92","paypal","USD","2011-05-30 00:00:00","2014-01-15 07:25:41","1"
"205","polson5o","16365 Loomis Pass","California","Patricia Olson","234054","2","803361","99940","JNE CTCSPS","CH83 0044 6QJL SIZG BFV1 M","paypal","USD","2013-08-21 00:00:00","2012-06-08 07:41:12","0"
"206","shanson5p","6003 Coleman Point","District of Columbia","Shirley Hanson","958152","2","514124","62859","JNE OKE","MT33 VYPL 2900 9XQC O05D M2FW 4B5C LK9","kartu kredit","USD","2013-01-25 00:00:00","2012-12-11 16:14:04","1"
"207","jwallace5q","9 Eliot Terrace","California","Jack Wallace","966620","1","624854","93686","JNE CTC","MD74 TIML PAGO 2EMI XFBH T78B","kartu kredit","USD","2015-11-13 00:00:00","2012-04-15 10:54:41","0"
"208","jallen5r","8 Jackson Terrace","Michigan","Jonathan Allen","149877","4","425436","77661","JNE CTC","FR89 5884 5303 71DG NPKD EXPT D05","paypal","USD","2015-05-26 00:00:00","2014-02-10 11:48:55","0"
"209","tblack5s","2 Glacier Hill Street","California","Teresa Black","571283","1","919515","55344","JNE CTC","SM61 K571 7529 352X CC5U ODIC U6D","debit","USD","2011-08-25 00:00:00","2010-04-16 13:28:34","0"
"210","rwest5t","494 Forest Park","Minnesota","Ralph West","508398","2","979942","67665","JNE CTCSPS","KZ09 187T 7VYT NYMC 9SVJ","transfer","USD","2011-12-21 00:00:00","2013-10-14 22:00:02","0"
"211","dmurray5u","40 Autumn Leaf Parkway","Texas","Debra Murray","489688","3","539877","61617","JNE REG","IS19 7422 4146 2357 3847 0553 22","cod","USD","2013-05-25 00:00:00","2015-03-04 15:55:59","0"
"212","mbradley5v","04 Welch Circle","Arizona","Melissa Bradley","604388","3","321979","94020","JNE CTCSPS","NO02 1845 5947 989","cod","USD","2014-03-16 00:00:00","2013-02-05 16:06:59","0"
"213","dharper5w","12 Anzinger Park","California","Donald Harper","861552","1","282280","31039","JNE CTCSPS","GB86 DOCA 9392 2827 7512 78","debit","USD","2011-04-19 00:00:00","2012-03-18 19:09:07","1"
"214","kwatkins5x","72962 Maple Pass","Virginia","Kathleen Watkins","591146","2","423645","33684","JNE CTC","FR57 6406 6662 41L4 597Z 6YU4 012","paypal","USD","2014-02-22 00:00:00","2011-09-04 18:02:27","1"
"215","mcarr5y","92 Westend Alley","Texas","Martin Carr","169414","4","318591","30855","JNE CTCSPS","IT34 P800 1127 335X QRSZ LBFH JVJ","paypal","USD","2012-05-23 00:00:00","2010-12-26 20:08:50","0"
"216","lphillips5z","3 Norway Maple Plaza","California","Lisa Phillips","484248","2","347317","77794","JNE CTCSPS","DK31 5893 1309 4998 75","transfer","USD","2014-05-25 00:00:00","2011-03-19 04:37:45","1"
"217","tlynch60","4036 Loeprich Parkway","Texas","Todd Lynch","974619","1","748551","75291","JNE OKE","IL61 2215 9658 2321 9555 003","kartu kredit","USD","2014-08-08 00:00:00","2014-04-29 07:33:13","0"
"218","amcdonald61","41 Fordem Plaza","West Virginia","Amy Mcdonald","403592","2","812184","45829","JNE REG","AL39 1886 6918 HHS9 PXLY QX8C WNKV","paypal","USD","2012-09-04 00:00:00","2010-01-31 11:21:00","0"
"219","wcarroll62","602 Summer Ridge Place","Florida","Walter Carroll","390798","4","434858","22164","JNE CTCSPS","CZ39 1946 0774 0068 4724 5774","paypal","USD","2011-09-05 00:00:00","2011-08-08 04:58:17","1"
"220","shernandez63","8 Ilene Avenue","Tennessee","Sarah Hernandez","912553","2","579575","66654","JNE CTCSPS","DK87 7132 9132 1174 22","kartu kredit","USD","2015-08-09 00:00:00","2012-12-31 07:05:48","1"
"221","dpayne64","9672 Ludington Road","California","Doris Payne","610526","3","509002","52072","JNE OKE","SM50 Q543 2898 567S FVDG EKQF IIB","debit","USD","2012-06-13 00:00:00","2011-01-20 23:12:17","1"
"222","dstephens65","2 Del Mar Alley","Iowa","Denise Stephens","590029","2","701303","72405","JNE CTC","BR06 1151 6306 3718 1495 4425 426D F","debit","USD","2013-03-18 00:00:00","2015-10-29 17:12:53","1"
"223","clawson66","177 Melrose Alley","California","Carol Lawson","244689","4","734943","66963","JNE REG","BH87 VFLJ 69L9 2YAP 8HNQ RL","cod","USD","2013-05-23 00:00:00","2012-01-30 12:41:05","0"
"224","gschmidt67","1547 Upham Lane","Missouri","Gloria Schmidt","119292","4","442687","82197","JNE CTCSPS","LU34 213Z 7DJS NTNP IYKR","transfer","USD","2014-01-22 00:00:00","2013-05-03 15:56:40","0"
"225","dwilliamson68","910 Carey Lane","Kentucky","Donna Williamson","581868","1","629059","66609","JNE OKE","FR94 7756 2765 41FH JE6Z SDRK Z87","debit","USD","2012-08-18 00:00:00","2012-04-20 19:33:27","0"
"226","mpierce69","3 Jenifer Court","Georgia","Michael Pierce","785168","2","319880","5166","JNE CTC","GL41 9672 5940 9377 87","cod","USD","2014-07-28 00:00:00","2013-03-10 20:22:03","1"
"227","bhill6a","6035 Hauk Place","West Virginia","Barbara Hill","297261","4","157847","9590","JNE REG","LB76 8891 WVWM Y87P GOQ2 IL4E CPWO","cod","USD","2011-06-01 00:00:00","2012-05-02 17:03:48","1"
"228","wrussell6b","32 Summerview Way","Florida","Wanda Russell","459794","3","789610","73660","JNE REG","IS19 2760 6547 8269 3373 4152 97","paypal","USD","2013-11-27 00:00:00","2013-06-19 14:12:38","1"
"229","erichardson6c","35 Glendale Place","Texas","Ernest Richardson","851689","2","638953","39287","JNE OKE","BA53 7185 2174 4730 7327","paypal","USD","2010-10-27 00:00:00","2015-09-28 18:37:48","1"
"230","hsmith6d","4721 Hintze Parkway","California","Harry Smith","151122","1","927271","58219","JNE CTC","FR41 4303 6642 01PV GJHG R8I6 R48","debit","USD","2014-08-07 00:00:00","2010-06-18 08:43:24","1"
"231","dstone6e","21203 Delladonna Way","Kentucky","Deborah Stone","708531","4","787501","19680","JNE CTCSPS","KW65 XZNT UOAI I7Y3 PUAE MTSL OBDR U8","paypal","USD","2014-09-16 00:00:00","2011-07-06 00:20:53","0"
"232","sford6f","9191 8th Trail","West Virginia","Sarah Ford","432393","1","413569","10135","JNE CTC","CH11 5686 5WXS EBM0 HVJI U","kartu kredit","USD","2013-07-21 00:00:00","2014-09-22 16:38:19","1"
"233","pray6g","43754 North Plaza","Kentucky","Pamela Ray","382114","4","213381","46139","JNE OKE","FR46 0088 2297 44PO DDA1 PJGL B36","kartu kredit","USD","2014-08-29 00:00:00","2014-08-21 13:07:41","0"
"234","priley6h","51 Onsgard Junction","California","Paula Riley","818444","4","969726","50747","JNE CTC","RS41 8006 6277 8486 6537 36","debit","USD","2014-07-09 00:00:00","2011-02-03 03:47:16","1"
"235","cjacobs6i","23 Magdeline Trail","California","Clarence Jacobs","178420","1","195880","88639","JNE OKE","LV69 JLRY ZE4D 0NVQ SM5U 0","cod","USD","2015-04-25 00:00:00","2013-02-06 13:32:33","0"
"236","kbowman6j","719 Cherokee Park","Oklahoma","Katherine Bowman","459750","1","266926","29684","JNE CTCSPS","PS41 AUHN D8KP JT5N 88IU HGKV 6D7F R","transfer","USD","2013-05-29 00:00:00","2011-09-29 16:09:26","0"
"237","dnguyen6k","166 Northview Place","New York","Daniel Nguyen","517474","4","201222","27742","JNE OKE","HU56 2111 0285 0835 4516 2627 4908","transfer","USD","2012-09-04 00:00:00","2015-06-23 12:52:54","0"
"238","nstanley6l","52 6th Plaza","Florida","Nicholas Stanley","129830","4","294871","62980","JNE CTCSPS","IE35 GEDT 2870 4452 9218 67","debit","USD","2012-06-15 00:00:00","2012-09-28 07:35:11","1"
"239","areid6m","0328 Susan Lane","Alabama","Anne Reid","142473","3","707230","12307","JNE CTCSPS","SK33 0604 2897 8325 1572 9132","paypal","USD","2011-09-10 00:00:00","2010-05-29 02:50:29","1"
"240","ccook6n","45503 Northridge Center","Nevada","Christina Cook","412553","3","934146","95701","JNE OKE","LB02 1864 SUUK W6ET L3BM A13H HHPH","paypal","USD","2014-04-24 00:00:00","2011-06-29 13:29:21","1"
"241","wgutierrez6o","36759 Almo Court","Texas","Willie Gutierrez","614077","1","858275","9318","JNE REG","MD47 KIVS P2O6 4XUM ASCQ APVC","transfer","USD","2012-12-15 00:00:00","2011-08-10 18:19:13","1"
"242","scruz6p","69 Butternut Way","Indiana","Steven Cruz","221134","4","807576","9371","JNE CTCSPS","BA63 2605 3635 8930 6092","cod","USD","2013-10-04 00:00:00","2013-06-25 17:03:56","0"
"243","mfoster6q","9664 Manufacturers Crossing","Texas","Martha Foster","943906","1","221038","97334","JNE REG","FR22 5976 3582 3507 7P6M 7TLP 424","kartu kredit","USD","2012-05-03 00:00:00","2011-09-03 15:26:14","0"
"244","amendoza6r","4 Dottie Crossing","Michigan","Ann Mendoza","271546","1","194361","36415","JNE CTCSPS","FR06 0871 0606 22HZ UEY5 WJNI 015","debit","USD","2015-11-05 00:00:00","2015-04-08 12:23:29","0"
"245","jchapman6s","6926 Eggendart Plaza","California","Janice Chapman","739656","1","526586","96086","JNE OKE","ME59 4760 4548 1693 5167 37","kartu kredit","USD","2013-04-07 00:00:00","2010-08-24 17:10:45","0"
"246","dmartin6t","6934 Fairfield Crossing","Texas","David Martin","818404","1","904261","24960","JNE OKE","MC26 3404 7814 9950 7VJR OLCG D74","kartu kredit","USD","2015-01-05 00:00:00","2012-11-20 06:08:56","1"
"247","awelch6u","41801 Manufacturers Plaza","Florida","Amanda Welch","855451","3","317927","65914","JNE REG","FR04 5651 4242 94ZB L53A AKHR H76","transfer","USD","2013-02-02 00:00:00","2014-11-18 01:53:57","1"
"248","cgraham6v","2998 Larry Terrace","Missouri","Chris Graham","866816","3","584812","92042","JNE REG","FR41 0979 5898 185H OAJD SYKO C43","cod","USD","2012-10-05 00:00:00","2010-10-10 11:22:53","1"
"249","lreed6w","3 Lillian Crossing","California","Lisa Reed","680229","1","953640","29990","JNE OKE","MR68 2036 3568 1299 1082 1537 450","cod","USD","2013-11-21 00:00:00","2015-10-08 00:11:31","0"
"250","drussell6x","7 Dorton Drive","Maryland","Dennis Russell","804501","3","157506","36911","JNE CTCSPS","DO59 CZN7 1107 7849 3975 9234 5265","debit","USD","2011-11-18 00:00:00","2010-10-26 03:18:45","1"
